Country,Country Code,Time,Time Code,Access to Clean Fuels and Technologies for cooking (% of total population) [2.1_ACCESS.CFT.TOT],Access to electricity (% of rural population with access) [1.2_ACCESS.ELECTRICITY.RURAL],Access to electricity (% of total population) [1.1_ACCESS.ELECTRICITY.TOT],Access to electricity (% of urban population with access) [1.3_ACCESS.ELECTRICITY.URBAN],Energy intensity level of primary energy (MJ/2011 USD PPP) [6.1_PRIMARY.ENERGY.INTENSITY],Renewable electricity output (GWh) [4.1.2_REN.ELECTRICITY.OUTPUT],Renewable electricity share of total electricity output (%) [4.1_SHARE.RE.IN.ELECTRICITY],Renewable energy consumption (TJ) [3.1_RE.CONSUMPTION],Renewable energy share of TFEC (%) [2.1_SHARE.TOTAL.RE.IN.TFEC],Total electricity output (GWh) [4.1.1_TOTAL.ELECTRICITY.OUTPUT],Total final energy consumption (TFEC) (TJ) [1.1_TOTAL.FINAL.ENERGY.CONSUM]
South Sudan,SSD,2013,YR2013,0.58,3.413329987,5.915032864,17.01693726,1.277479578,2,0.423728814,6539.749,29.70165497,472,22018.12999
South Sudan,SSD,2014,YR2014,0.62,4.237627197,6.923728466,18.6860218,1.298348898,2,0.409836066,6786.686,29.82963329,488,22751.48988
South Sudan,SSD,2015,YR2015,0.63,5.058768381,7.935427666,20.35689163,1.08609817,2,0.606060606,6898.052,39.07438432,330,17653.6422
South Sudan,SSD,2016,YR2016,0.64,5.873395885,8.947628021,22.0280571,..,..,..,..,..,..,..
Southern Asia,GSA,1990,YR1990,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,1991,YR1991,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,1992,YR1992,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,1994,YR1994,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,1995,YR1995,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,1996,YR1996,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,1997,YR1997,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,1998,YR1998,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,2001,YR2001,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,2004,YR2004,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,2005,YR2005,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,2006,YR2006,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,2007,YR2007,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,2008,YR2008,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,2009,YR2009,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,2010,YR2010,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,2011,YR2011,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,2012,YR2012,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,2013,YR2013,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,2014,YR2014,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,2015,YR2015,..,..,..,..,..,..,..,..,..,..,..
Southern Asia,GSA,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,1990,YR1990,..,100,100,100,4.025774405,26032,17.21624803,241808.9,10.54443118,151206,2293237.974
Spain,ESP,1991,YR1991,..,100,100,100,4.072097107,27809,17.97039076,236942.1,9.921293468,154749,2388217.834
Spain,ESP,1992,YR1992,..,100,100,100,4.109642215,19602,12.50925335,198957.3,8.220908383,156700,2420137.663
Spain,ESP,1993,YR1993,..,100,100,100,3.982752827,25124,16.16325375,216495.1,9.079810066,155439,2384357.144
Spain,ESP,1994,YR1994,..,100,100,100,4.105861339,29060,18.0606829,230894.3,9.241375679,160902,2498484.079
Spain,ESP,1995,YR1995,..,100,100,100,4.17985313,24376,14.72016232,211024.6,8.264567068,165596,2553365.449
Spain,ESP,1996,YR1996,..,100,100,100,4.011050453,41245,23.7908459,263237.4,10.06199181,173365,2616155.977
Spain,ESP,1997,YR1997,..,100,100,100,4.11132278,36971,19.54617308,249598.7,9.154295862,189147,2726574.537
Spain,ESP,1998,YR1998,..,100,100,100,4.140574581,36887,19.07369488,256963.3,8.941412249,193392,2873855.861
Spain,ESP,1999,YR1999,..,100,100,100,4.154720369,27308,13.2668082,229042.9,7.681655092,205837,2981686.854
Spain,ESP,2000,YR2000,100,100,100,100,4.136924937,34494,15.61372617,251199.9,7.884334625,220921,3186063.402
Spain,ESP,2001,YR2001,100,100,100,100,4.081644959,49302,21.15357387,299027.9,8.933448599,233067,3347284.049
Spain,ESP,2002,YR2002,100,100,100,100,4.085601552,33182,13.83061642,252761.4,7.415104871,239917,3408736.685
Spain,ESP,2003,YR2003,100,100,100,100,4.095679913,55783,21.67904459,323092.4,8.899923929,257313,3630282.715
Spain,ESP,2004,YR2004,100,100,100,100,4.143031769,50170,18.1346963,304944.9,8.032087626,276652,3796583.332
Spain,ESP,2005,YR2005,100,100,100,100,4.078545405,42263,14.60139232,286009.7,7.289816473,289445,3923414.274
Spain,ESP,2006,YR2006,100,100,100,100,3.911672736,52149,17.64281993,324023.2,8.47220721,295582,3824542.908
Spain,ESP,2007,YR2007,100,100,100,100,3.823139888,58283,19.30930065,353515.9,9.005387929,301839,3925604.347
Spain,ESP,2008,YR2008,100,100,100,100,3.656071351,62143,19.98308562,368151.7,9.737202935,310978,3780877.347
Spain,ESP,2009,YR2009,100,100,100,100,3.48573642,74080,25.38124981,428621.4,12.21794729,291869,3508129.392
Spain,ESP,2010,YR2010,100,100,100,100,3.482530245,97776,32.77554304,513546.1,14.39578579,298320,3567336.354
Spain,ESP,2011,YR2011,100,100,100,100,3.461770102,87523,30.0216442,506659.2,14.74592653,291533,3435926.518
Spain,ESP,2012,YR2012,100,100,100,100,3.548875061,86962,29.58474801,519522.5,15.77095021,293942,3294173.738
Spain,ESP,2013,YR2013,100,100,100,100,3.367813648,111406,39.58357761,539846.5,16.9499657,281445,3184941.549
Spain,ESP,2014,YR2014,100,100,100,100,3.308066631,110269,40.10525588,541486.8,17.3517358,274949,3120649.174
Spain,ESP,2015,YR2015,100,100,100,100,3.327359042,97088,34.94989057,513540.8,16.25409774,277792,3159454.362
Spain,ESP,2016,YR2016,100,100,100,100,..,..,..,..,..,..,..
Sri Lanka,LKA,1990,YR1990,..,46.90351242,52.93764114,79.40447998,3.689275152,3145,99.84126984,172399.1,78.0872449,3150,220777.5421
Sri Lanka,LKA,1991,YR1991,..,48.80674101,54.63951111,80.24516296,3.580358502,3116,92.27124667,172748.3,77.96100498,3377,221582.9568
Sri Lanka,LKA,1992,YR1992,..,50.70867464,56.34087372,81.08567047,3.519019737,2900,81.92090395,177884.7,75.27713217,3540,236306.4252
Sri Lanka,LKA,1993,YR1993,..,52.60676957,58.03917313,81.92515564,3.470517312,3796,95.40085449,174825.5,74.19005809,3979,235645.4551
Sri Lanka,LKA,1994,YR1994,..,54.49786386,59.73135757,82.76257324,3.155948985,4089,93.2072031,165134.8,70.58093407,4387,233965.1666
Sri Lanka,LKA,1995,YR1995,..,56.37772978,61.41436386,83.59689331,3.088158999,4452,92.71137026,165509,69.93855476,4802,236649.1566
Sri Lanka,LKA,1996,YR1996,..,58.24320722,63.0851326,84.42710114,3.32932117,3252,71.78807947,174491.4,64.41196104,4530,270899.0647
Sri Lanka,LKA,1997,YR1997,..,60.09078897,64.74060822,85.25215149,3.242607667,3447,66.99708455,180318.7,65.90127563,5145,273619.438
Sri Lanka,LKA,1998,YR1998,..,61.91725653,66.37773132,86.0710144,3.148433339,3915,68.88967095,179006.1,64.15051139,5683,279040.7997
Sri Lanka,LKA,1999,YR1999,..,63.71847973,67.99343109,86.88266754,3.223429728,4173,67.48059508,187804.8,63.24797441,6184,296934.0943
Sri Lanka,LKA,2000,YR2000,15.64,65.49300263,69.58618927,87.68671417,3.349223496,3208,45.80239863,193990.6,64.15656553,7004,302370.6123
Sri Lanka,LKA,2001,YR2001,16.2,62,63.6,85.3,3.288623175,3120,46.01091284,186821.7,62.92774237,6781,296882.8898
Sri Lanka,LKA,2002,YR2002,16.94,78.3,80.7,91.3,3.221466901,2706,38.18258784,186673.8,62.09988588,7087,300602.4848
Sri Lanka,LKA,2003,YR2003,17.31,70.71423271,74.27824402,90.07754517,3.220448099,3310,42.89787455,191038.5,61.30121413,7716,311639.0152
Sri Lanka,LKA,2004,YR2004,18.03,72.44302923,75.8337326,90.87677765,3.094984111,2976,36.13843352,195964.9,61.60870184,8235,318079.9045
Sri Lanka,LKA,2005,YR2005,18.68,74.17739903,77.39506531,91.68183899,2.980244868,3471,37.22651223,201101.4,60.07623083,9324,334743.7035
Sri Lanka,LKA,2006,YR2006,19.41,75.9241389,78.9683075,92.49555206,2.793170686,4655,49,209371.1,62.17400405,9500,336750.2274
Sri Lanka,LKA,2007,YR2007,20.01,78.5,80,95.3,2.666630398,3967,40.06665993,206973.5,60.1968626,9901,343827.7197
Sri Lanka,LKA,2008,YR2008,20.69,79.48037344,82.17324829,94.15943909,2.477236029,4156,41.53923038,202989.6,61.57084203,10005,329684.6256
Sri Lanka,LKA,2009,YR2009,21.12,81.29317739,83.80799866,95.01063538,2.374575955,3924,39.29501302,210385.9,63.50919518,9986,331268.4083
Sri Lanka,LKA,2010,YR2010,21.83,84.1,85.3,95.6,2.367308302,5737,53.11545227,225684.6,61.84228066,10801,364935.765
Sri Lanka,LKA,2011,YR2011,22.74,86.15,87.76,96.83,2.344412783,4762,40.8474867,220510.5,59.24946453,11658,372172.9837
Sri Lanka,LKA,2012,YR2012,23.37,86.83477197,88.80839539,97.62136841,2.311631786,3480,29.24124023,244451.6,60.6912926,11901,402778.7011
Sri Lanka,LKA,2013,YR2013,24.06,88.8,90.2,98,1.992981783,7199,59.8769026,221840.9,59.87225334,12023,370523.7195
Sri Lanka,LKA,2014,YR2014,24.76,90.62349617,92.19206238,99.18553925,2.032837842,4885,39.20231121,218257.3,57.58518113,12461,379016.4339
Sri Lanka,LKA,2015,YR2015,25.44,92.58596244,93.88990021,99.68956757,2.06413179,6390,48.47519345,219348,52.87589204,13182,414835.5546
Sri Lanka,LKA,2016,YR2016,26.33,94.59296018,95.58823395,100,..,..,..,..,..,..,..
St. Helena,SHN,1990,YR1990,..,..,..,..,..,0,0,9.135,15.0655562,5,60.635
St. Helena,SHN,1991,YR1991,..,..,..,..,..,0,0,9.135,13.16377261,5,69.395
St. Helena,SHN,1992,YR1992,..,..,..,..,..,0,0,9.135,10.55105742,5.51,86.579
St. Helena,SHN,1993,YR1993,..,..,..,..,..,0,0,9.135,7.543371226,5.72,121.099701
St. Helena,SHN,1994,YR1994,..,..,..,..,..,0,0,9.135,7.110837081,5.83,128.465888
St. Helena,SHN,1995,YR1995,..,..,..,..,..,0,0,9.135,7.949630584,6.18,114.911
St. Helena,SHN,1996,YR1996,..,..,..,..,..,0,0,9.135,7.912447705,6.25,115.451
St. Helena,SHN,1997,YR1997,..,..,..,..,..,0,0,9.135,6.813980169,6.31,134.062615
St. Helena,SHN,1998,YR1998,..,..,..,..,..,0,0,9.135,6.960188787,6.63,131.24644
St. Helena,SHN,1999,YR1999,..,..,..,..,..,0,0,9.135,6.8978293,6.61,132.432967
St. Helena,SHN,2000,YR2000,..,..,..,..,..,0,0,9.135,7.08480215,7,128.937969
St. Helena,SHN,2001,YR2001,..,..,..,..,..,0,0,7.968241,6.693045705,7.26,119.0525413
St. Helena,SHN,2002,YR2002,..,..,..,..,..,0,0,9.854463,8.128892476,7.5,121.2276215
St. Helena,SHN,2003,YR2003,..,..,..,..,..,0,0,8.120704,7.33771318,7.7,110.6707744
St. Helena,SHN,2004,YR2004,..,..,..,..,..,0,0,8.060222,14.77730204,8,54.54461158
St. Helena,SHN,2005,YR2005,..,..,..,..,..,0,0,7.488179,8.1412206,8.08,91.97857874
St. Helena,SHN,2006,YR2006,..,..,..,..,..,0,0,7.165622,8.963377841,8.2,79.94332189
St. Helena,SHN,2007,YR2007,..,..,..,..,..,0,0,4.290298,3.935970215,8.53,109.0022984
St. Helena,SHN,2008,YR2008,..,..,..,..,..,0.6,6.976744186,7.722498,9.028076657,8.6,85.53868441
St. Helena,SHN,2009,YR2009,..,..,..,..,..,0.63,7.070707071,7.850638,10.21239299,8.91,76.8736378
St. Helena,SHN,2010,YR2010,..,..,..,..,..,1.1,11.84068891,8.863403,9.166608333,9.29,96.69228441
St. Helena,SHN,2011,YR2011,..,..,..,..,..,1.14,12.14057508,8.812662,9.546460211,9.39,92.3134
St. Helena,SHN,2012,YR2012,..,..,..,..,..,0.88,9.109730849,8.16985,7.696456362,9.66,106.1508
St. Helena,SHN,2013,YR2013,..,..,..,..,..,1.08,10.12183693,8.85368,9.382575798,10.67,94.363
St. Helena,SHN,2014,YR2014,..,..,..,..,..,1.03,10.43566363,8.462943,8.738863888,9.87,96.8426
St. Helena,SHN,2015,YR2015,..,..,..,..,..,2.28,22.50740375,12.408,12.59751705,10.13,98.4956
St. Helena,SHN,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,1990,YR1990,..,82.08206385,87.54239655,97.85953522,3.688154378,0,0,633.2122,40.03232618,82.4,1581.7522
St. Kitts and Nevis,KNA,1991,YR1991,..,82.95644771,88.12861633,97.95935822,3.534800636,0,0,494.2144,34.09211252,84,1449.6444
St. Kitts and Nevis,KNA,1992,YR1992,..,83.83973954,88.71432495,98.05819702,3.448134632,0,0,501.9365,33.81190188,84,1484.4965
St. Kitts and Nevis,KNA,1993,YR1993,..,84.71404608,89.29698181,98.15608215,3.502374282,0,0,633.2122,38.87641945,87.3,1628.7822
St. Kitts and Nevis,KNA,1994,YR1994,..,85.57589111,89.87351227,98.2518692,3.703198803,0,0,756.7658,41.34279919,97.6,1830.4658
St. Kitts and Nevis,KNA,1995,YR1995,..,86.42063966,90.44087219,98.34455872,3.395271469,0,0,633.2122,36.7317558,101.8,1723.8822
St. Kitts and Nevis,KNA,1996,YR1996,..,87.24518043,90.99599457,98.43313599,3.141926705,0,0,501.9365,30.95743031,106.9,1621.3765
St. Kitts and Nevis,KNA,1997,YR1997,..,88.04449677,91.53582001,98.51655579,3.377474774,0,0,602.3238,34.23356726,117.1,1759.4538
St. Kitts and Nevis,KNA,1998,YR1998,..,88.81555878,92.05728912,98.59392548,3.390959002,0,0,602.3238,32.19564558,125.4,1870.8238
St. Kitts and Nevis,KNA,1999,YR1999,..,89.55406897,92.55734253,98.66470337,3.310242634,0,0,501.9365,27.45813541,131.8,1828.0065
St. Kitts and Nevis,KNA,2000,YR2000,100,90.25752858,93.03444672,98.72924805,3.364910161,0,0,501.9365,26.6385794,148.4,1884.2465
St. Kitts and Nevis,KNA,2001,YR2001,100,90.9870257,93.53,98.78898621,3.296450388,0,0,501.9365,26.27683213,159.5,1910.1865
St. Kitts and Nevis,KNA,2002,YR2002,100,91.58490455,93.93949127,98.84622955,3.504516449,0,0,501.9365,24.59440436,177.3,2040.8565
St. Kitts and Nevis,KNA,2003,YR2003,100,92.22290943,94.37955475,98.90369415,3.68328581,0,0,555.9912,26.61720767,176.3,2088.8412
St. Kitts and Nevis,KNA,2004,YR2004,100,92.85499956,94.81939697,98.96417999,3.712994375,0,0,502.1467,22.22038776,178.8,2259.846703
St. Kitts and Nevis,KNA,2005,YR2005,100,93.48919251,95.26508331,99.03048706,3.183909726,0,0,502.1467,25.58335551,190.4,1962.786703
St. Kitts and Nevis,KNA,2006,YR2006,100,94.13370969,95.72267914,99.1053009,2.643232316,0,0,0.210203,0.013438627,191,1564.170203
St. Kitts and Nevis,KNA,2007,YR2007,100,94.79690792,96.19823456,99.19082642,2.723043113,0,0,0.210203,0.012990166,209,1618.170203
St. Kitts and Nevis,KNA,2008,YR2008,100,95.48527536,96.69631195,99.28823853,2.608121676,0,0,0.210203,0.012913238,201,1627.810203
St. Kitts and Nevis,KNA,2009,YR2009,100,96.19726377,97.21542358,99.39739227,2.831239698,0,0,0.210203,0.012701915,217,1654.892203
St. Kitts and Nevis,KNA,2010,YR2010,100,96.92952497,97.75255585,99.51712036,2.958464873,5.7,2.632794457,17.07167,0.992490943,216.5,1720.083203
St. Kitts and Nevis,KNA,2011,YR2011,100,97.69216595,98.31338501,99.64472961,3.003173683,5.5,2.471910112,16.49884,0.927705413,222.5,1778.4568
St. Kitts and Nevis,KNA,2012,YR2012,100,98.44007115,98.86421204,99.7720108,2.986229609,7.8,3.581267218,23.28759,1.327948342,217.8,1753.6518
St. Kitts and Nevis,KNA,2013,YR2013,100,99.12530839,99.36647797,99.88150024,2.830147672,9,4.090909091,26.73189,1.512150826,220,1767.8058
St. Kitts and Nevis,KNA,2014,YR2014,100,99.63425392,99.73669434,99.95478058,2.68322602,10.3,4.654315409,30.38276,1.697402808,220,1789.9558
St. Kitts and Nevis,KNA,2015,YR2015,100,99.90218378,99.93001556,99.98902893,2.560599732,10.3,4.571682202,30.47271,1.642191194,225.3,1855.6128
St. Kitts and Nevis,KNA,2016,YR2016,100,100,100,100,..,..,..,..,..,..,..
St. Lucia,LCA,1990,YR1990,..,78.6484145,83.72320557,95.93956757,2.237179723,0,0,77.3625,5.467459385,104,1414.9625
St. Lucia,LCA,1991,YR1991,..,79.46244303,84.32457733,95.90409851,2.264995285,0,0,77.3625,5.11427318,105,1512.678288
St. Lucia,LCA,1992,YR1992,..,80.37523779,84.92544556,95.86845398,2.503750171,0,0,77.981,4.248433296,152.1,1835.523699
St. Lucia,LCA,1993,YR1993,..,81.27844237,85.52325439,95.83177948,2.697693198,0,0,74.622,3.616818508,170.4,2063.194485
St. Lucia,LCA,1994,YR1994,..,82.16859572,86.11493683,95.79304504,3.061841857,0,0,75.5355,3.276619705,180.7,2305.287363
St. Lucia,LCA,1995,YR1995,..,83.04152166,86.69744873,95.7512207,3.48674279,0,0,75.5355,3.097866214,196.6,2438.307363
St. Lucia,LCA,1996,YR1996,..,83.89376394,87.26772308,95.70527649,3.482771331,0,0,76.744,2.858278952,198,2684.972366
St. Lucia,LCA,1997,YR1997,..,84.72156155,87.8227005,95.65416718,3.265220323,0,0,77.6575,3.000783987,213.1,2587.907038
St. Lucia,LCA,1998,YR1998,..,85.52117626,88.35932922,95.59688568,3.057915581,0,0,77.6575,2.648507464,235.9,2932.123132
St. Lucia,LCA,1999,YR1999,..,86.2891167,88.87454224,95.53238678,3.153587308,0,0,77.6575,2.527155625,256.2,3072.921163
St. Lucia,LCA,2000,YR2000,86.29,87.02359354,89.3667984,95.46028137,3.118216993,0,0,80.398,2.615928342,276.7,3073.40223
St. Lucia,LCA,2001,YR2001,87.55,86.68,89.9,95.9,3.495103116,0,0,81.3115,2.313809662,286.5,3514.18275
St. Lucia,LCA,2002,YR2002,88.65,88.51505497,90.30214691,95.30259705,3.127423135,0,0,81.3115,2.767370606,285.7,2938.22229
St. Lucia,LCA,2003,YR2003,89.7,89.25173242,90.75736237,95.22265625,3.2824737,0,0,81.6065,2.442862305,298.98,3340.6099
St. Lucia,LCA,2004,YR2004,90.72,89.96117743,91.2123642,95.14572906,3.044724798,0,0,82.52,2.538666823,308.54,3250.52501
St. Lucia,LCA,2005,YR2005,91.55,90.65231836,91.67320251,95.074646,3.144197443,0,0,82.52,2.498735795,323.6,3302.47
St. Lucia,LCA,2006,YR2006,92.38,91.33430326,92.14594269,95.01220703,2.93170797,0,0,82.6675,2.475810551,330.8,3339.0075
St. Lucia,LCA,2007,YR2007,93.07,92.01560007,92.63665771,94.96123505,3.017774732,0,0,83.03919,2.419360009,345.7,3432.279185
St. Lucia,LCA,2008,YR2008,93.73,92.70278064,93.14989471,94.92378235,3.017712622,0,0,83.48395,2.391114663,352.3,3491.42395
St. Lucia,LCA,2009,YR2009,94.38,93.39527609,93.6841507,94.89883423,2.949086038,0,0,81.06946,2.255494717,362.99,3594.30946
St. Lucia,LCA,2010,YR2010,94.88,94.04511731,94.2,94.88459015,3.140660876,0,0,81.45028,2.204035523,380.889,3695.50668
St. Lucia,LCA,2011,YR2011,95.41,94.78665148,94.80374146,94.87928009,3.166913052,0,0,81.44743,2.177751912,385.208,3739.97743
St. Lucia,LCA,2012,YR2012,95.81,95.64586357,95.34342258,94.11764706,3.185250487,0,0,81.45581,2.178078022,384.783,3739.80221
St. Lucia,LCA,2013,YR2013,96.23,96.21658708,95.9713974,94.88829041,3.172444545,0,0,81.38197,2.173729698,382.976,3743.886375
St. Lucia,LCA,2014,YR2014,96.61,96.94348125,96.56573486,94.89904785,3.186996993,0,0,81.39036,2.145866181,379.431,3792.890755
St. Lucia,LCA,2015,YR2015,96.97,97.67428401,97.16307831,94.91159058,3.186267394,0,0,81.31652,2.132623536,381.268,3812.98052
St. Lucia,LCA,2016,YR2016,97.23,98.40649221,97.76091766,94.92443085,..,..,..,..,..,..,..
St. Martin (French part),MAF,1990,YR1990,..,..,41.97810364,69.96910095,..,0,0,0,..,..,0
St. Martin (French part),MAF,1991,YR1991,..,..,43.19311142,70.7351532,..,0,0,0,..,..,0
St. Martin (French part),MAF,1992,YR1992,..,..,44.40760803,71.50102997,..,0,0,0,..,..,0
St. Martin (French part),MAF,1993,YR1993,..,..,45.61904907,72.26587677,..,0,0,0,..,..,0
St. Martin (French part),MAF,1994,YR1994,..,..,46.82437134,73.02866364,..,0,0,0,..,..,0
St. Martin (French part),MAF,1995,YR1995,..,..,48.02051544,73.78835297,..,0,0,0,..,..,0
St. Martin (French part),MAF,1996,YR1996,..,..,49.204422,74.54393005,..,0,0,0,..,..,0
St. Martin (French part),MAF,1997,YR1997,..,..,50.37303543,75.29434204,..,0,0,0,..,..,0
St. Martin (French part),MAF,1998,YR1998,..,..,51.52329254,76.03858185,..,0,0,0,..,..,0
St. Martin (French part),MAF,1999,YR1999,..,..,52.65213394,76.77559662,..,0,0,0,..,..,0
St. Martin (French part),MAF,2000,YR2000,..,..,53.75802612,77.50501251,..,0,0,0,..,..,0
St. Martin (French part),MAF,2001,YR2001,..,..,54.84550858,78.22900391,..,0,0,0,..,..,0
St. Martin (French part),MAF,2002,YR2002,..,..,55.92064285,78.95037079,..,0,0,0,..,..,0
St. Martin (French part),MAF,2003,YR2003,..,..,56.98949432,79.67195129,..,0,0,0,..,..,0
St. Martin (French part),MAF,2004,YR2004,..,..,58.05812454,80.39654541,..,0,0,0,..,..,0
St. Martin (French part),MAF,2005,YR2005,..,..,59.13259506,81.12697601,..,0,0,0,..,..,0
St. Martin (French part),MAF,2006,YR2006,..,..,60.21897507,81.86605835,..,0,0,0,..,..,0
St. Martin (French part),MAF,2007,YR2007,..,..,61.32331848,82.6166153,..,0,0,0,..,..,0
St. Martin (French part),MAF,2008,YR2008,..,..,62.45018768,83.3806839,..,0,0,0,..,..,0
St. Martin (French part),MAF,2009,YR2009,..,..,63.59807968,84.15724945,..,0,0,0,..,..,0
St. Martin (French part),MAF,2010,YR2010,..,..,64.35,84.59,..,0,0,0,..,..,0
St. Martin (French part),MAF,2011,YR2011,..,..,65.94493866,85.74073029,..,0,0,0,..,..,0
St. Martin (French part),MAF,2012,YR2012,..,..,67.13788605,86.54408264,..,0,0,0,..,..,0
St. Martin (French part),MAF,2013,YR2013,..,..,68.33985138,87.35279083,..,0,0,0,..,..,0
St. Martin (French part),MAF,2014,YR2014,..,..,69.54782867,88.16506195,..,0,0,0,..,..,0
St. Martin (French part),MAF,2015,YR2015,..,..,70.75880432,88.97912598,..,0,0,0,..,..,0
St. Martin (French part),MAF,2016,YR2016,..,..,71.97028351,89.79348755,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,1990,YR1990,..,56.38427558,66.05391693,79.73568726,2.188982502,24,47.05882353,153.9183,15.43977328,51,996.89482
St. Vincent and the Grenadines,VCT,1991,YR1991,..,56.96197419,66.8,80.41426849,2.057716751,13,24.52830189,115.9706,11.59954549,53,999.785725
St. Vincent and the Grenadines,VCT,1992,YR1992,..,59.99679346,68.92166901,81.09268188,2.105094178,20,35.0877193,139.5732,13.16944734,57,1059.825795
St. Vincent and the Grenadines,VCT,1993,YR1993,..,61.85661545,70.35223389,81.77005768,2.421419864,23,37.09677419,147.9367,12.27676071,62,1205.01412
St. Vincent and the Grenadines,VCT,1994,YR1994,..,63.7215171,71.77667999,82.44538116,2.870916003,21,32.8125,140.9779,10.47163061,64,1346.28412
St. Vincent and the Grenadines,VCT,1995,YR1995,..,65.58739392,73.19194794,83.11760712,2.84767149,21.2,29.36288089,136.3132,9.104032279,72.2,1497.283795
St. Vincent and the Grenadines,VCT,1996,YR1996,..,67.44926587,74.59497833,83.7857132,2.869329607,21,27.63157895,135.6983,8.99019363,76,1509.40353
St. Vincent and the Grenadines,VCT,1997,YR1997,..,69.30379042,75.98271179,84.4486618,2.777874394,22.2,27.680798,138.3233,8.783419895,80.2,1574.82281
St. Vincent and the Grenadines,VCT,1998,YR1998,..,71.14531587,77.35209656,85.1054306,3.219778373,22.1,25.93896714,138.1559,7.153688113,85.2,1931.25417
St. Vincent and the Grenadines,VCT,1999,YR1999,..,72.96900631,78.70005798,85.75498199,3.140269547,17.4,19.44134078,122.0921,6.54417466,89.5,1865.66078
St. Vincent and the Grenadines,VCT,2000,YR2000,95.42,74.77238734,80.02507782,86.39693451,2.784733418,24.8,26.55246253,142.6597,8.491270771,93.4,1680.074795
St. Vincent and the Grenadines,VCT,2001,YR2001,95.4,78.87,82.41,86.67,3.223242451,18.5,18.72469636,123.9309,6.194244473,98.8,2000.742795
St. Vincent and the Grenadines,VCT,2002,YR2002,95.5,78.34689573,82.62593842,87.66736603,3.264366468,22,21.61100196,134.6507,6.070600651,101.8,2218.0787
St. Vincent and the Grenadines,VCT,2003,YR2003,95.57,80.13517989,83.91390991,88.30147552,3.189605761,20.7,19.13123845,129.7117,5.63254121,108.2,2302.898375
St. Vincent and the Grenadines,VCT,2004,YR2004,95.67,81.93630534,85.20166779,88.93860626,3.360904372,27.1,22.45236123,149.3673,5.855931473,120.7,2550.700955
St. Vincent and the Grenadines,VCT,2005,YR2005,95.7,83.75912717,86.49526215,89.58156586,3.292931146,25.5,19.36218679,143.6866,5.810939672,131.7,2472.691305
St. Vincent and the Grenadines,VCT,2006,YR2006,95.79,85.61292116,87.80076599,90.23318481,3.054432931,23.2,17.274758,135.8002,5.591928349,134.3,2428.503935
St. Vincent and the Grenadines,VCT,2007,YR2007,95.77,86.25,88.79,91.23,3.163946584,22.7,16.08788094,133.1594,5.44803654,141.1,2444.1723
St. Vincent and the Grenadines,VCT,2008,YR2008,95.84,89.44947826,90.47022247,91.57287598,2.958930247,23.7,17.02586207,135.2516,5.507920536,139.2,2455.58372
St. Vincent and the Grenadines,VCT,2009,YR2009,95.92,91.43840721,91.83724213,92.26197052,4.112077954,26.1,18.35443038,142.6035,4.367260075,142.2,3265.285272
St. Vincent and the Grenadines,VCT,2010,YR2010,95.87,93.47041766,93.22228241,92.96178436,3.099371669,24.5,17.5,137.797,5.486490891,140,2511.56892
St. Vincent and the Grenadines,VCT,2011,YR2011,95.87,95.54197074,94.62234497,93.6705246,2.829422005,31,21.37341423,152.6523,6.546934469,145.04,2331.660729
St. Vincent and the Grenadines,VCT,2012,YR2012,95.97,97.6494909,96.03442383,94.38640594,3.457708801,25,17.98043728,137.8252,5.191932616,139.04,2654.60302
